Arc_length vs Data,RAh13_18months_up_DTI_manualBM_centered,RBf13_18months_up_DTI_manualBM_centered,RHm13_18months_up_DTI_manualBM_centered,RJe13_18months_up_DTI_manualBM_centered,RMe14_18months_up_DTI_manualBM_centered,RNc14_18months_up_DTI_manualBM_centered,RNe14_18months_up_DTI_manualBM_centered,RNn13_18months_up_DTI_manualBM_centered,RSb14_18months_up_DTI_manualBM_centered,RTm13_18months_up_DTI_manualBM_centered,RUf14_18months_up_DTI_manualBM_centered,RVm14_18months_up_DTI_manualBM_centered,RYh13_18months_up_DTI_manualBM_centered,RZh13_18months_up_DTI_manualBM_centered,RZk13_18months_up_DTI_manualBM_centered,Atlas
-10.9135,0.148834,0.0633936,0.0631324,0.0789122,0.057396,0.0626558,0.0648784,0.0862785,0.0556372,0.0584598,0.0660478,0.0901763,0.0706107,0.137637,0.07753,0.134433
-10.4135,0.159491,0.0677565,0.0706447,0.0757918,0.063968,0.0699693,0.0760545,0.093449,0.0619857,0.067543,0.0778261,0.0988088,0.0803312,0.149395,0.0784156,0.146507
-9.91353,0.175089,0.0765701,0.0762036,0.0819647,0.0724732,0.0801175,0.0892554,0.110225,0.0689135,0.0808498,0.0888068,0.108847,0.095316,0.171151,0.0856208,0.158864
-9.41353,0.196016,0.0892901,0.0817738,0.0921784,0.0827542,0.0911607,0.105307,0.135986,0.0775134,0.0962397,0.0990938,0.119313,0.114843,0.200723,0.0989841,0.171159
-8.91353,0.22447,0.106514,0.0913331,0.105864,0.0963754,0.104976,0.126574,0.171445,0.0917054,0.115097,0.109886,0.131347,0.140418,0.239376,0.1195,0.185375
-8.41353,0.254888,0.12676,0.107754,0.124533,0.113271,0.122972,0.150463,0.212127,0.113064,0.134565,0.122214,0.144397,0.16861,0.281836,0.146829,0.200511
-7.91353,0.280838,0.146797,0.13278,0.146005,0.132618,0.144939,0.17305,0.246766,0.141817,0.15157,0.138375,0.158836,0.191361,0.316509,0.1758,0.216424
-7.41353,0.303129,0.166462,0.163654,0.171568,0.155253,0.170949,0.192148,0.266425,0.177458,0.16775,0.160567,0.179172,0.206849,0.339377,0.201114,0.233289
-6.91353,0.326661,0.187203,0.19302,0.204161,0.181916,0.197358,0.207819,0.270961,0.213145,0.189264,0.18742,0.210901,0.220391,0.353178,0.220463,0.249142
-6.41353,0.354306,0.208772,0.214195,0.23801,0.206799,0.215999,0.220442,0.268945,0.241182,0.216813,0.212299,0.247255,0.240294,0.361533,0.235152,0.260878
